model,type,encoding,epsilon,attack,accuracy,f1,roc_auc,clean_acc,adv_acc,qubits,depth,shots,backend,seed,wall_clock_s
VQC-angle-noisy,quantum,angle,0.1,pgd,0.15,0.2608695652173913,0.05186075498575499,0.7466666666666667,0.15,8.0,2.0,,default.mixed,2,
VQC-angle,quantum,angle,0.15,pgd,0.04666666666666667,0.08917197452229299,0.0,0.7466666666666667,0.04666666666666667,8.0,2.0,,default.qubit,2,
VQC-angle-noisy,quantum,angle,0.15,pgd,0.04666666666666667,0.08917197452229299,0.0,0.7466666666666667,0.04666666666666667,8.0,2.0,,default.mixed,2,
VQC-angle,quantum,angle,0.2,pgd,0.0,0.0,0.0,0.7466666666666667,0.0,8.0,2.0,,default.qubit,2,
VQC-angle-noisy,quantum,angle,0.2,pgd,0.0,0.0,0.0,0.7466666666666667,0.0,8.0,2.0,,default.mixed,2,
VQC-amplitude,quantum,amplitude,0.0,fgsm,0.75,0.6963562753036437,0.8870192307692308,0.75,0.75,8.0,2.0,,default.qubit,2,
VQC-amplitude-noisy,quantum,amplitude,0.0,fgsm,0.75,0.6963562753036437,0.8870192307692308,0.75,0.75,8.0,2.0,,default.mixed,2,
VQC-amplitude,quantum,amplitude,0.02,fgsm,0.42,0.4759036144578313,0.4684383903133903,0.75,0.42,8.0,2.0,,default.qubit,2,
VQC-amplitude-noisy,quantum,amplitude,0.02,fgsm,0.42,0.4759036144578313,0.4684383903133903,0.75,0.42,8.0,2.0,,default.mixed,2,
VQC-amplitude,quantum,amplitude,0.05,fgsm,0.04,0.05263157894736842,0.009259259259259247,0.75,0.04,8.0,2.0,,default.qubit,2,
VQC-amplitude-noisy,quantum,amplitude,0.05,fgsm,0.04,0.05263157894736842,0.009259259259259247,0.75,0.04,8.0,2.0,,default.mixed,2,
VQC-amplitude,quantum,amplitude,0.1,fgsm,0.006666666666666667,0.0,0.0,0.75,0.006666666666666667,8.0,2.0,,default.qubit,2,
VQC-amplitude-noisy,quantum,amplitude,0.1,fgsm,0.006666666666666667,0.0,0.0,0.75,0.006666666666666667,8.0,2.0,,default.mixed,2,
VQC-amplitude,quantum,amplitude,0.15,fgsm,0.0,0.0,0.0,0.75,0.0,8.0,2.0,,default.qubit,2,
VQC-amplitude-noisy,quantum,amplitude,0.15,fgsm,0.0,0.0,0.0,0.75,0.0,8.0,2.0,,default.mixed,2,
VQC-amplitude,quantum,amplitude,0.2,fgsm,0.0,0.0,0.0,0.75,0.0,8.0,2.0,,default.qubit,2,
VQC-amplitude-noisy,quantum,amplitude,0.2,fgsm,0.0,0.0,0.0,0.75,0.0,8.0,2.0,,default.mixed,2,
VQC-amplitude,quantum,amplitude,0.0,pgd,0.75,0.6963562753036437,0.8870192307692308,0.75,0.75,8.0,2.0,,default.qubit,2,
VQC-amplitude-noisy,quantum,amplitude,0.0,pgd,0.75,0.6963562753036437,0.8870192307692308,0.75,0.75,8.0,2.0,,default.mixed,2,
VQC-amplitude,quantum,amplitude,0.02,pgd,0.42,0.4759036144578313,0.4684383903133903,0.75,0.42,8.0,2.0,,default.qubit,2,
VQC-amplitude-noisy,quantum,amplitude,0.02,pgd,0.42,0.4759036144578313,0.4684383903133903,0.75,0.42,8.0,2.0,,default.mixed,2,
VQC-amplitude,quantum,amplitude,0.05,pgd,0.04,0.05263157894736842,0.009170227920227906,0.75,0.04,8.0,2.0,,default.qubit,2,
VQC-amplitude-noisy,quantum,amplitude,0.05,pgd,0.04,0.05263157894736842,0.009170227920227906,0.75,0.04,8.0,2.0,,default.mixed,2,
VQC-amplitude,quantum,amplitude,0.1,pgd,0.006666666666666667,0.0,0.0,0.75,0.006666666666666667,8.0,2.0,,default.qubit,2,
VQC-amplitude-noisy,quantum,amplitude,0.1,pgd,0.006666666666666667,0.0,0.0,0.75,0.006666666666666667,8.0,2.0,,default.mixed,2,
VQC-amplitude,quantum,amplitude,0.15,pgd,0.0,0.0,0.0,0.75,0.0,8.0,2.0,,default.qubit,2,
VQC-amplitude-noisy,quantum,amplitude,0.15,pgd,0.0,0.0,0.0,0.75,0.0,8.0,2.0,,default.mixed,2,
VQC-amplitude,quantum,amplitude,0.2,pgd,0.0,0.0,0.0,0.75,0.0,8.0,2.0,,default.qubit,2,
VQC-amplitude-noisy,quantum,amplitude,0.2,pgd,0.0,0.0,0.0,0.75,0.0,8.0,2.0,,default.mixed,2,
